file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,194,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,0
style.css,195,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,3
style.css,196,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,16
style.css,197,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,0
style.css,198,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,3
style.css,199,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,16
style.css,200,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,0
style.css,201,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,3
style.css,202,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,16
style.css,203,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,0
style.css,204,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,3
style.css,205,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,16
style.css,206,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,0
style.css,207,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,3
style.css,208,css,614c6e6a,Aryan Kanuparti,2025-01-17,18:42:59,-08:00,2025-01-17T18:42:59-08:00,0,16
style.css,209,css,b0353199,Aryan Kanuparti,2025-01-17,19:03:44,-08:00,2025-01-17T19:03:44-08:00,0,0
style.css,210,css,b0353199,Aryan Kanuparti,2025-01-17,19:03:44,-08:00,2025-01-17T19:03:44-08:00,0,0
